order_id,order_date_raw,category_raw,product_id,channel,quantity,unit_price,amount_raw
S12137,2024-09-29,Смартфони ,P052,wholesale,5,9098.22,"45491,10"
S12138,2024-10-14,Ноутбуки ,P011,retail,2,13969.68,27939.36
S12139,2024-05-02,Аксесуари,P058,online,4,703.92,"2815,68"
S12140,2025-11-17,ОДЯГ,P025,online,3,1628.93,4886.79 грн
S12141,2025-02-25,ноутбуки,P001,retail,1,24208.15,24208.15
S12142,2024-03-12,Смартфони ,P042,online,4,6733.80,26935.20
S12143,2024-03-31,Аксесуари,P038,wholesale,3,1631.92,4895.76
S12144,07.05.2025,Побутова техніка,P009,retail,3,5766.35,17299.05 грн
S12145,2025-11-15,Побутова техніка,P059,online,5,6607.88,33039.40
S12146,2024-03-12,Аксесуари,P018,retail,3,738.95,2216.85
S12147,2025-06-17, смартфони ,P027,wholesale,4,22259.20,89 036.80
S12148,2025-12-16,Одяг,P025,retail,4,2455.92,9823.68 грн
S12149,01.08.2024,аксесуари,P038,retail,3,308.35,925.05
S12150,02.06.2024,Побутова техніка,P059,retail,2,5778.37,11 556.74
S12151,20.08.2025,СМАРТФОНИ,P007,retail,4,18645.66,74582.64 грн
S12152,27.03.2025,Побутова техніка,P044,retail,5,12383.14,61915.70 грн
S12153,2025-01-21,АКСЕСУАРИ,P028,online,3,1263.00,3789.00 грн
S12154,10.10.2024,смартфони,P007,retail,3,12714.10,38 142.30
S12155,2025-03-23,Смартфони,P022,online,1,23601.86,23601.86
S12156,07.12.2025,побутова техніка,P019,online,2,9473.12,18946.24
S12157,2024-01-22,Побутова техніка,P044,retail,1,11639.36,"11639,36"
S12158,21.03.2024,Ноутбуки,P021,retail,3,18641.02,"55923,06"
S12159,2024-02-19, смартфони ,P002,wholesale,4,8413.55,33654.20
S12160,2025-12-07,одяг,P035,online,2,2257.32,4514.64
S12161,2024-04-23,Смартфони ,P057,wholesale,2,12043.55,24087.10
S12162,30.04.2024,Смартфони,P027,retail,5,15741.27,78706.35
S12163,25.03.2024,побутова техніка,P054,retail,3,5608.11,16 824.33
S12164,2025-12-24,Одяг ,P071,retail,5,2758.92,-13794.60
S12165,29.05.2025, ноутбуки ,P041,retail,1,28245.24,28245.24
S12166,2025-08-13, смартфони ,P027,wholesale,5,8505.06,42525.30
S12167,09.11.2025,Побутова техніка,P029,retail,2,8210.75,16421.50
S12168,07.09.2024,Побутова техніка,P009,online,5,12228.05,61140.25 грн
S12169,01.09.2025,АКСЕСУАРИ,P033,online,3,829.92,2489.76
S12170,21.07.2024,ПОБУТОВА ТЕХНІКА,P024,online,1,18774.25,18774.25
S12171,2024-10-08,ноутбуки,P001,online,1,10051.75,10051.75
S12172,29.08.2025,Ноутбуки,P011,online,5,14035.34,70 176.70
S12173,09.08.2025,Аксесуари,P023,online,1,1494.51,1494.51
S12174,2024-10-24,аксесуари,P023,online,2,495.44,990.88
S12175,28.05.2025,НОУТБУКИ,P046,online,1,10735.05,10735.05
S12176,25.01.2024,Смартфони,P002,online,3,21859.84,65579.52
S12177,14.07.2024,одяг,P060,wholesale,4,972.32,3889.28
S12178,2024-10-25,Аксесуари,P043,online,5,862.27,4311.35
S12179,24.06.2025,Одяг,P045,wholesale,1,774.90,774.90
S12180,2025-11-16,Аксесуари ,P008,retail,3,1717.34,"5152,02"
S12181,15.06.2025,ПОБУТОВА ТЕХНІКА,P009,retail,2,3225.44,6450.88
S12182,2024-12-27,Аксесуари,P038,retail,4,1987.54,7950.16
S12183,2025-10-28,Смартфони,P012,retail,5,14843.12,74215.60 грн
S12184,2025-03-28,одяг,P045,online,3,2407.23,7 221.69
S12185,05.11.2025,ноутбуки,P051,wholesale,5,31116.37,155 581.85
S12186,19.01.2025,Ноутбуки,P016,retail,1,23475.97,23475.97
S12187,15.08.2024, побутова техніка ,P014,retail,4,16671.29,66685.16
S12188,30.04.2025,одяг,P030,online,2,2482.48,4964.96
S12189,2024-07-09,НОУТБУКИ,P046,online,2,22762.49,45524.98
S12190,21.06.2025,ОДЯГ,P071,online,3,1219.72,"3659,16"
S12191,28.01.2024,аксесуари,P003,online,4,179.32,717.28
S12192,13.05.2024,одяг,P045,retail,3,1491.41,"4474,23"
S12193,2024-05-03,одяг,P035,online,3,1523.34,4 570.02
S12194,2024-08-08,Побутова техніка,P054,online,4,1850.76,7403.04
S12195,26.04.2024,Побутова техніка ,P029,retail,3,9184.95,27554.85
S12196,2024-03-04,смартфони,P042,online,1,21804.44,"21804,44"
S12197,16.03.2025,НОУТБУКИ,P021,retail,5,20867.50,104 337.50
S12198,2025-11-10,ПОБУТОВА ТЕХНІКА,P009,online,2,8179.64,16359.28
S12199,09.12.2024,Ноутбуки,P016,online,3,26613.32,79839.96
S12200,01.07.2025,Одяг,P060,online,3,2323.47,6970.41
S12201,24.11.2025,Смартфони,P032,online,5,9132.23,45661.15 грн
S12202,03.05.2024,Аксесуари,P038,retail,5,1784.51,8922.55
S12203,2025-11-25,Одяг ,P035,online,2,2757.74,5515.48
S12204,25.10.2024,Аксесуари,P003,wholesale,2,755.53,"1511,06"
S12205,06.02.2025,Побутова техніка ,P034,online,2,12290.54,24581.08
S12206,2025-06-19,ОДЯГ,P040,online,3,1322.83,3968.49
S12207,21.05.2025,ноутбуки,P021,online,3,9002.93,27008.79 грн
S12208,15.02.2025,Одяг ,P015,online,2,514.24,"1028,48"
S12209,2025-04-13,Смартфони,P012,retail,2,3119.53,6239.06
S12210,2024-11-17,побутова техніка,P019,retail,4,17494.27,69977.08
S12211,10.09.2025,одяг,P055,retail,3,1710.32,5130.96
S12212,09.02.2025,Одяг,P035,online,5,666.73,"3333,65"
S12213,2024-11-01,Побутова техніка,P029,retail,3,8283.88,"24851,64"
S12214,26.04.2025,побутова техніка,P024,online,4,6161.48,24645.92
S12215,2025-11-07,смартфони,P002,retail,5,19763.55,"98817,75"
S12216,14.11.2024,Одяг ,P050,wholesale,4,1114.13,4456.52 грн
S12217,30.09.2025,Смартфони ,P057,online,3,13858.78,41 576.34
S12218,16.10.2025,аксесуари,P033,retail,3,1363.29,4 089.87
S12219,25.05.2025, аксесуари ,P058,retail,2,918.57,1837.14
S12220,2025-12-11,Смартфони,P070,online,2,3701.88,7 403.76
S12221,2025-10-20,ПОБУТОВА ТЕХНІКА,P054,wholesale,5,19254.66,96273.30
S12222,26.04.2024, аксесуари ,P018,wholesale,1,1961.89,1961.89
S12223,2024-02-18,Смартфони,P022,wholesale,3,6849.64,20 548.92
S12224,2025-02-02,Ноутбуки,P011,online,3,9630.84,"28892,52"
S12225,2024-10-04,смартфони,P047,retail,5,23854.35,119271.75
S12226,21.10.2025,Смартфони,P032,online,4,3816.69,15266.76
S12227,2024-04-06,Ноутбуки ,P031,online,1,11349.59,11349.59
S12228,19.10.2024,побутова техніка,P004,online,3,17700.95,53102.85 грн
S12229,2025-11-05,АКСЕСУАРИ,P023,retail,2,385.41,770.82
S12230,27.07.2025,побутова техніка,P044,retail,4,5942.82,23 771.28
S12231,2025-07-13,побутова техніка,P039,retail,3,2392.63,7 177.89
S12232,2024-10-08,Аксесуари,P023,retail,3,541.66,1624.98
S12233,18.04.2024,Смартфони ,P007,retail,4,18587.27,74349.08
S12234,2025-11-01,ОДЯГ,P060,online,1,1113.84,1113.84
S12235,23.10.2024,побутова техніка,P019,retail,1,18614.64,18614.64
S12236,2025-11-19,смартфони,P072,online,1,13103.07,13103.07
S12237,26.07.2024,СМАРТФОНИ,P007,online,1,9267.28,9267.28
S12238,2024-02-03,Побутова техніка ,P039,online,3,8291.50,24874.50 грн
S12239,19.04.2025,побутова техніка,P014,wholesale,1,15375.55,"15375,55"
S12240,2024-11-07, ноутбуки ,P021,retail,3,15757.25,47271.75
S12241,2025-07-20, ноутбуки ,P031,online,2,15530.61,"31061,22"
S12242,2024-05-26, аксесуари ,P028,retail,3,1177.06,(3531.18)
S12243,2025-05-15,Побутова техніка,P019,retail,3,19842.09,59526.27
S12244,2024-12-17,Смартфони ,P007,retail,3,8467.98,25 403.94
S12245,2024-12-21,аксесуари,P048,online,2,1155.94,-2311.88
S12246,2025-05-15,одяг,P015,online,3,1474.93,4424.79 грн
S12247,2025-03-13,ПОБУТОВА ТЕХНІКА,P014,online,1,9381.80,9381.80
S12248,2024-04-17,Одяг ,P015,retail,1,2843.23,2843.23 грн
S12249,27.12.2025,Смартфони,P027,online,2,21835.27,43670.54 грн
S12250,10.02.2024,СМАРТФОНИ,P042,online,2,3169.84,6 339.68
S12251,30.12.2025,Одяг,P050,online,5,2627.31,13136.55
S12252,2024-02-27,Одяг,P050,online,2,2528.40,5056.80
S12253,03.08.2025,АКСЕСУАРИ,P038,online,2,1141.68,2283.36 грн
S12254,2024-03-02,побутова техніка,P068,online,5,2115.87,10579.35
S12255,01.05.2025, аксесуари ,P023,wholesale,2,1392.16,2 784.32
S12256,2024-04-27,Аксесуари,P023,retail,3,857.14,2571.42
S12257,2024-02-12,Побутова техніка,P059,online,2,16705.76,33411.52
S12258,2024-01-30,Смартфони,P052,online,4,5334.14,21336.56
S12259,2024-09-04,Побутова техніка,P019,online,3,5397.62,"16192,86"
S12260,2025-09-24,ПОБУТОВА ТЕХНІКА,P029,retail,3,19325.52,57976.56
S12261,18.12.2025,Аксесуари,P013,wholesale,5,1813.74,9068.70
S12262,2024-06-28,смартфони,P002,online,2,19778.77,39557.54
S12263,2025-01-05,Аксесуари,P038,online,3,1163.26,3489.78 грн
S12264,05.04.2024,Ноутбуки,P011,online,5,12410.06,62 050.30
S12265,25.07.2024,Побутова техніка,P019,retail,2,11846.68,"23693,36"
S12266,2025-10-08,Побутова техніка,P054,retail,5,6524.86,32624.30
S12267,2025-07-12,Аксесуари,P038,retail,2,1142.41,2284.82
S12268,24.06.2025,смартфони,P057,retail,1,11385.87,11385.87
S12269,2025-05-28,Ноутбуки,P051,retail,3,18551.96,"55655,88"
S12270,19.09.2025,Аксесуари ,P058,retail,5,767.94,3839.70
S12271,30.07.2024,смартфони,P027,retail,4,7554.90,30219.60
S12272,2025-07-19,Одяг,P035,wholesale,5,1570.72,7853.60
S12273,2025-10-12, одяг ,P060,online,5,552.55,2762.75 грн
S12274,2025-06-05,ноутбуки,P021,retail,5,9550.16,47750.80
S12275,2025-06-07,ОДЯГ,P020,retail,2,2713.54,5427.08
S12276,2024-12-27,побутова техніка,P049,retail,5,2138.55,10692.75
S12277,01.09.2025,Смартфони,P037,retail,5,14790.75,73953.75
S12278,13.04.2025,Ноутбуки,P036,online,4,27096.22,108384.88 грн
S12279,28.04.2025,Одяг,P055,retail,4,2291.54,9166.16
S12280,24.09.2024,смартфони,P017,retail,4,12185.76,48743.04 грн
S12281,02.08.2024,Аксесуари,P058,retail,3,1627.61,4882.83
S12282,2024-01-03,Смартфони ,P057,online,4,16451.86,65807.44
S12283,2024-12-19,побутова техніка,P054,retail,3,2040.56,6121.68
S12284,08.01.2025,Одяг,P035,online,4,586.11,"2344,44"
S12285,31.10.2024,побутова техніка,P019,retail,5,6165.17,30825.85
S12286,19.01.2025, смартфони ,P022,wholesale,4,4357.63,17430.52
S12287,2025-08-04,НОУТБУКИ,P051,retail,1,12605.85,12 605.85
S12288,31.07.2025,Побутова техніка,P059,retail,1,3404.12,3404.12
S12289,08.12.2025,одяг,P035,retail,1,350.44,"350,44"
S12290,2025-12-11,Одяг ,P040,online,1,2184.32,2184.32
S12291,2024-03-30,Одяг,P020,retail,4,285.26,"1141,04"
S12292,2025-06-19,Одяг ,P005,online,3,2290.25,(6870.75)
S12293,2025-10-21,Одяг,P005,online,2,2958.64,5917.28
S12294,06.02.2024,Ноутбуки,P006,online,5,21747.23,108736.15
S12295,21.09.2025,Аксесуари,P043,online,3,268.02,804.06 грн
S12296,2024-08-07,ОДЯГ,P025,online,5,616.83,3 084.15
S12297,18.08.2024, побутова техніка ,P039,wholesale,4,17574.40,70 297.60
S12298,26.04.2025,Ноутбуки,P011,online,1,9435.43,9 435.43
S12299,08.10.2025,Одяг,P030,retail,5,1158.78,"5793,90"
S12300,2025-10-01,ноутбуки,P046,online,4,21508.08,86032.32
S12301,2024-05-14,ПОБУТОВА ТЕХНІКА,P009,wholesale,5,9910.22,49551.10
S12302,2025-04-24,ПОБУТОВА ТЕХНІКА,P019,online,1,14550.17,14550.17
S12303,2025-03-17, ноутбуки ,P001,online,5,27391.60,136958.00
S12304,2024-05-08,СМАРТФОНИ,P032,online,2,11540.85,23 081.70
S12305,2024-12-29,аксесуари,P058,retail,5,637.95,3189.75
S12306,12.06.2024,Одяг,P055,online,1,2838.24,2838.24
S12307,2025-03-24,Смартфони ,P037,online,3,20551.62,61654.86
S12308,20.08.2025,аксесуари,P008,online,3,194.06,"582,18"
S12309,08.01.2024,Побутова техніка,P049,retail,2,16478.13,32956.26
S12310,21.03.2024, одяг ,P040,retail,3,756.67,"2270,01"
S12311,2025-10-16,Побутова техніка,P034,retail,2,7361.64,14723.28
S12312,23.08.2024, ноутбуки ,P036,online,3,24623.64,73870.92
S12313,31.03.2024,Побутова техніка ,P054,online,1,14174.75,14174.75
S12314,02.05.2024,Ноутбуки ,P036,online,2,23634.76,47269.52
S12315,2024-08-02,Побутова техніка ,P029,online,2,11288.09,22576.18
S12316,2024-07-09,смартфони,P002,online,3,13399.62,"40198,86"
S12317,2024-09-07,Побутова техніка ,P074,retail,1,11178.07,"11178,07"
S12318,2025-01-02,Смартфони,P052,wholesale,4,9876.01,39504.04
S12319,2024-10-13,Смартфони,P027,retail,3,7061.38,21 184.14
S12320,2025-12-22,Аксесуари,P058,online,3,486.98,1 460.94
S12321,2024-05-31,Побутова техніка,P039,wholesale,5,13296.23,66481.15
S12322,2025-10-08,Смартфони ,P027,retail,1,18656.52,18656.52
S12323,2024-07-18,одяг,P035,online,5,666.58,3332.90
S12324,2025-06-01,Одяг,P050,retail,3,1355.20,4065.60
S12325,28.02.2024, ноутбуки ,P006,online,1,29041.98,29041.98
S12326,2024-07-15,Аксесуари,P033,online,5,853.77,4268.85
S12327,2024-09-20, побутова техніка ,P024,online,4,12900.88,51603.52
S12328,17.03.2025,Побутова техніка,P019,retail,1,4502.34,4502.34
S12329,2024-02-17,ПОБУТОВА ТЕХНІКА,P054,retail,1,17167.36,17167.36
S12330,2024-01-17,Одяг,P055,retail,2,505.46,1010.92
S12331,2024-05-26,Смартфони,P052,wholesale,4,14913.77,"59655,08"
S12332,2025-02-17,АКСЕСУАРИ,P003,retail,2,868.99,1 737.98
S12333,11.12.2025,Смартфони,P027,online,1,21976.83,21976.83
S12334,2025-01-12,Смартфони,P032,retail,2,22252.94,44505.88
S12335,03.03.2025,Ноутбуки,P001,retail,2,34837.75,69675.50 грн
S12336,2024-11-11, смартфони ,P037,wholesale,2,15417.71,(30835.42)
S12337,26.11.2025,Аксесуари,P053,online,4,145.46,581.84 грн
S12338,2025-05-09,АКСЕСУАРИ,P028,online,3,227.17,681.51
S12339,2025-01-27,Побутова техніка,P054,wholesale,4,3295.62,13182.48
S12340,20.05.2024,Ноутбуки,P070,retail,4,14425.66,57702.64
S12341,2025-03-30,Одяг ,P010,retail,5,2633.08,13165.40
S12342,19.05.2025,Побутова техніка,P024,online,4,14876.48,"59505,92"
S12343,05.12.2024,аксесуари,P008,retail,2,891.96,"1783,92"
S12344,30.05.2024,СМАРТФОНИ,P022,retail,1,19738.73,19738.73
S12345,08.09.2024,Побутова техніка,P059,retail,5,2036.35,10181.75
S12346,02.08.2025,Побутова техніка,P029,online,3,4847.45,14542.35
S12347,04.09.2025,СМАРТФОНИ,P073,retail,1,23371.68,23371.68
S12348,2024-03-03, аксесуари ,P053,wholesale,5,551.04,2755.20
S12349,2024-03-28,СМАРТФОНИ,P002,retail,4,3998.56,15994.24
S12350,2025-10-21,смартфони,P057,online,4,18260.93,73 043.72
S12351,03.04.2025,Аксесуари,P043,retail,5,1534.28,7671.40
S12352,20.12.2025,Ноутбуки,P031,online,2,27119.23,54 238.46
S12353,2025-09-22,ОДЯГ,P025,retail,3,1270.85,"-3812,55"
S12354,2024-08-08,аксесуари,P013,retail,5,1142.23,5 711.15
S12355,2025-08-11,Одяг ,P030,online,2,1815.10,"3630,20"
S12356,2025-09-27,ПОБУТОВА ТЕХНІКА,P009,wholesale,1,8368.28,8368.28
S12357,13.10.2024,Аксесуари ,P048,retail,2,791.93,1 583.86
S12358,27.11.2025,Аксесуари,P008,online,5,462.49,2312.45
S12359,19.01.2024,смартфони,P007,retail,4,20785.03,83140.12
S12360,08.06.2025,смартфони,P057,retail,1,12185.47,"12185,47"
S12361,2024-03-15,Смартфони ,P012,retail,5,21454.49,107272.45
S12362,13.02.2025,Смартфони,P047,retail,3,15168.02,"45504,06"
S12363,2024-07-10,Побутова техніка,P024,online,1,9547.90,"9547,90"
S12364,2024-01-16,Побутова техніка,P009,wholesale,2,15839.02,31678.04
S12365,2025-08-29,Смартфони,P027,wholesale,3,19771.79,"59315,37"
S12366,2025-09-06,Побутова техніка ,P034,retail,3,3083.64,9250.92
S12367,04.10.2025,Одяг ,P015,retail,1,2317.43,2317.43
S12368,12.03.2024,одяг,P020,online,5,1051.46,"5257,30"
S12369,07.01.2025,АКСЕСУАРИ,P023,online,5,1005.86,5029.30
S12370,02.11.2024, ноутбуки ,P065,online,1,10307.73,10307.73
S12371,2025-10-08,Одяг,P035,online,5,209.29,1 046.45
S12372,2024-05-25,Побутова техніка,P044,retail,1,18326.41,"18326,41"
S12373,2024-11-30,Побутова техніка ,P019,retail,3,15506.23,"46518,69"
S12374,02.10.2025, смартфони ,P007,online,2,21284.75,-42569.50
S12375,2025-04-23,Смартфони,P042,retail,2,19376.82,(38753.64)
S12376,2025-08-12,НОУТБУКИ,P006,online,5,20678.39,"103391,95"
S12377,2025-05-16,Ноутбуки,P041,retail,1,8516.38,8516.38
S12378,02.12.2024,ПОБУТОВА ТЕХНІКА,P059,retail,3,8022.91,24068.73
S12379,2024-11-16,Одяг,P045,retail,3,1118.54,"3355,62"
S12380,2024-08-14,Ноутбуки ,P006,wholesale,3,24464.14,73392.42
S12381,22.04.2024,ноутбуки,P001,online,4,20529.90,82119.60
S12382,2025-11-16,Аксесуари,P028,retail,2,401.04,802.08
S12383,2024-05-02,Ноутбуки,P031,retail,3,23817.43,71452.29
S12384,12.01.2025,ПОБУТОВА ТЕХНІКА,P024,online,4,13545.28,54181.12 грн
S12385,2024-01-25,смартфони,P017,online,2,17971.51,35 943.02
S12386,17.12.2025,Одяг,P025,retail,2,451.81,"903,62"
S12387,2024-06-04,Аксесуари,P033,online,1,1239.08,1239.08
S12388,2025-09-29, смартфони ,P057,retail,3,3904.92,11714.76
S12389,2025-03-28,ОДЯГ,P060,retail,5,912.12,4560.60
S12390,20.06.2024,побутова техніка,P024,online,1,17518.25,17518.25
S12391,15.03.2025,Смартфони,P027,online,2,20940.34,41880.68
S12392,23.11.2024, смартфони ,P047,wholesale,5,13918.79,69593.95
S12393,2025-05-27,Аксесуари,P058,online,1,1106.41,"1106,41"
S12394,2025-07-24,Ноутбуки,P021,wholesale,1,34399.33,34 399.33
S12395,2024-02-27,Побутова техніка,P034,retail,2,15406.00,(30812.00)
S12396,13.04.2025,Побутова техніка,P054,online,1,15672.05,15672.05 грн
S12397,09.08.2024,ОДЯГ,P055,retail,3,2701.59,8104.77
S12398,21.11.2025,побутова техніка,P029,online,4,19329.70,77318.80
S12399,2024-10-11,Смартфони,P047,retail,2,5607.83,11215.66 грн
S12400,2025-09-12, побутова техніка ,P049,retail,4,17130.61,"68522,44"
S12401,07.08.2024,Одяг,P055,retail,5,1967.60,9838.00
S12402,21.09.2025, побутова техніка ,P034,retail,1,2446.27,2446.27
S12403,2025-01-04,НОУТБУКИ,P016,online,3,20429.63,61288.89
S12404,23.10.2024,Аксесуари,P038,online,2,1602.79,3205.58
S12405,21.01.2025,АКСЕСУАРИ,P003,retail,5,1335.93,6679.65
S12406,22.06.2025,смартфони,P027,online,4,3938.45,"15753,80"
S12407,2024-10-25,ПОБУТОВА ТЕХНІКА,P054,retail,1,3841.79,3841.79 грн
S12408,13.10.2025,Побутова техніка,P049,retail,4,16134.32,"64537,28"
S12409,26.11.2024,аксесуари,P018,wholesale,5,1210.47,6 052.35
S12410,01.08.2025,Одяг,P010,retail,5,2149.05,10745.25
S12411,18.09.2024,Ноутбуки,P041,retail,3,23059.84,69 179.52
S12412,2025-12-26,АКСЕСУАРИ,P048,wholesale,5,197.12,985.60
S12413,2025-01-30, аксесуари ,P038,wholesale,4,1119.85,4 479.40
S12414,18.05.2025,побутова техніка,P044,wholesale,5,19296.57,96482.85
S12415,04.03.2025,Смартфони,P032,retail,5,9626.49,48132.45
S12416,11.10.2024,Побутова техніка,P039,retail,4,7734.20,30 936.80
S12417,14.06.2024,смартфони,P017,retail,1,12804.39,(12804.39)
S12418,05.09.2024,Аксесуари,P033,retail,3,783.24,2 349.72
S12419,10.02.2025,Смартфони,P057,online,4,16188.80,64755.20
S12420,2024-01-12,Смартфони ,P057,online,1,5205.80,5205.80
S12421,2025-01-13,Смартфони,P007,online,4,7119.24,28476.96
S12422,03.07.2025,Побутова техніка ,P024,retail,4,4656.33,18625.32
S12423,01.11.2024,Ноутбуки ,P026,online,1,31963.09,31963.09
S12424,2024-08-04,побутова техніка,P049,online,5,14848.48,"74242,40"
S12425,15.04.2025,Смартфони,P017,retail,4,23943.38,-95773.52
S12426,2024-01-28,Одяг,P040,wholesale,2,1901.19,3802.38
S12427,2025-04-17, ноутбуки ,P051,retail,5,30986.45,-154932.25 грн
S12428,2024-09-22,Смартфони,P012,online,5,5717.85,28589.25
S12429,30.11.2024,Ноутбуки,P056,online,4,23471.69,93886.76
S12430,23.04.2024, ноутбуки ,P011,retail,5,24976.77,124 883.85
S12431,2025-07-05,Аксесуари,P003,retail,1,1078.22,1078.22
S12432,10.03.2025,Побутова техніка ,P004,retail,3,14377.91,43133.73 грн
S12433,13.08.2025, смартфони ,P012,retail,2,22280.40,44560.80
S12434,2025-03-21,Побутова техніка,P059,online,5,19694.37,98 471.85
S12435,2025-09-05,Побутова техніка ,P009,retail,3,6096.79,18 290.37
S12436,2024-04-23,Ноутбуки,P011,retail,4,27222.43,108889.72
S12437,2024-06-25,Смартфони,P057,retail,2,22770.44,45540.88 грн
S12438,07.07.2025,ПОБУТОВА ТЕХНІКА,P039,online,5,14743.13,"73715,65"
S12439,2025-01-26,Ноутбуки ,P011,online,5,18563.19,92815.95
S12440,2024-10-13,одяг,P015,online,4,896.74,3586.96
S12441,28.05.2024,одяг,P020,retail,5,1146.20,5731.00
S12442,17.09.2024,ноутбуки,P041,online,1,16880.72,16880.72 грн
S12443,24.06.2024, смартфони ,P012,wholesale,5,18712.87,-93564.35
S12444,2024-04-11,Аксесуари ,P023,online,5,218.85,1094.25
S12445,2025-08-07,Аксесуари ,P053,retail,1,789.05,789.05
S12446,29.07.2025,аксесуари,P038,wholesale,4,1263.22,"(5052,88)"
S12447,2025-06-13, ноутбуки ,P006,online,5,17010.52,85052.60
S12448,2025-10-18, ноутбуки ,P041,retail,2,12505.25,25010.50
S12449,07.01.2025,Побутова техніка,P024,online,4,17166.12,68664.48
S12450,2025-05-08,Аксесуари ,P043,online,4,1222.81,4 891.24
S12451,2025-03-22,Ноутбуки ,P011,retail,1,14612.94,14 612.94
S12452,2024-07-10,Смартфони,P027,online,4,5560.70,22242.80
S12453,2025-02-20,Ноутбуки ,P001,online,4,26720.73,106882.92 грн
S12454,12.07.2024,Аксесуари,P058,online,1,1537.46,1537.46
S12455,2024-03-08,Аксесуари,P048,retail,5,1024.40,5122.00
S12456,09.06.2025,Смартфони ,P047,wholesale,5,7511.38,37556.90
S12457,08.02.2024,Аксесуари,P023,wholesale,1,466.90,"466,90"
S12458,2024-02-10,одяг,P010,retail,5,1570.93,7854.65
S12459,10.02.2024,ОДЯГ,P060,retail,4,608.59,2434.36
S12460,2025-06-17,АКСЕСУАРИ,P058,retail,4,1324.22,5296.88
S12461,2025-05-19, аксесуари ,P043,online,3,169.70,509.10
S12462,01.04.2025,Смартфони ,P017,online,5,7387.18,36935.90
S12463,28.01.2025,Смартфони,P022,retail,1,5900.96,5900.96
S12464,2025-07-15,АКСЕСУАРИ,P058,retail,4,215.29,861.16
S12465,07.01.2024,Одяг ,P015,online,1,914.18,914.18
S12466,2025-07-28,Смартфони,P027,retail,4,13748.62,54994.48
S12467,17.10.2024,смартфони,P022,online,4,9899.89,"39599,56"
S12468,2024-06-18,Смартфони,P007,wholesale,1,5030.74,5030.74
S12469,2024-03-14,Ноутбуки,P026,online,5,11087.31,55436.55 грн
S12470,2025-03-29,Смартфони,P017,retail,3,7389.94,22169.82
S12471,2025-06-01,Смартфони,P042,retail,1,3368.87,3 368.87
S12472,2024-04-18,НОУТБУКИ,P006,retail,1,28835.16,28835.16
S12473,2025-02-23,Аксесуари,P053,online,2,982.51,1965.02
S12474,2024-01-20,Аксесуари ,P013,online,1,1488.44,1488.44
S12475,2024-01-22,Ноутбуки ,P011,online,4,17114.79,68 459.16
S12476,07.11.2025,Ноутбуки ,P001,retail,5,33711.35,168556.75
S12477,08.02.2024,Смартфони ,P073,online,3,13373.22,40 119.66
S12478,2024-07-03,Ноутбуки,P021,online,4,9382.14,37528.56
S12479,18.07.2024,Аксесуари ,P003,online,4,1755.53,7022.12
S12480,2024-12-06,Одяг,P055,wholesale,3,1088.67,3266.01
S12481,01.12.2025, смартфони ,P047,online,5,22212.10,111060.50
S12482,26.04.2024, смартфони ,P057,retail,1,4399.35,4399.35 грн
S12483,2024-02-13,Ноутбуки ,P046,online,1,16327.15,"(16327,15)"
S12484,18.05.2025,ноутбуки,P026,retail,2,34829.23,(69658.46 грн)
S12485,2024-11-03,побутова техніка,P034,retail,5,16577.27,82886.35
S12486,2024-05-28, одяг ,P045,retail,2,1203.97,2407.94
S12487,2024-10-30,Смартфони,P007,retail,1,13956.55,13956.55 грн
S12488,2024-04-16,Побутова техніка ,P049,retail,3,12447.85,"37343,55"
S12489,31.01.2025, побутова техніка ,P039,online,1,5045.27,(5045.27)
S12490,20.10.2024,побутова техніка,P004,online,5,5324.59,26 622.95
S12491,2024-09-04,Ноутбуки ,P051,wholesale,4,12085.21,"48340,84"
S12492,2025-02-18, ноутбуки ,P051,wholesale,3,25959.96,"77879,88"
S12493,03.11.2024,Аксесуари ,P058,retail,1,1559.31,1 559.31
S12494,14.08.2025,аксесуари,P003,online,4,1131.32,(4525.28)
S12495,30.01.2024,Смартфони,P057,online,4,8719.18,34876.72
S12496,2024-08-07,Аксесуари,P069,online,5,186.40,932.00
S12497,2024-06-22,Одяг,P020,wholesale,2,2099.96,4199.92
S12498,12.04.2025,НОУТБУКИ,P026,wholesale,1,29048.80,29048.80
S12499,2024-10-12,ноутбуки,P016,retail,5,12164.10,(60820.50)
S12500,2025-01-30,Смартфони,P022,retail,5,8490.01,"42450,05"
S12501,2024-01-02,Побутова техніка,P009,wholesale,1,6651.28,6651.28
S12502,2024-11-15,ПОБУТОВА ТЕХНІКА,P014,retail,2,13492.92,26985.84
S12503,2025-09-03,Ноутбуки,P026,retail,3,18502.64,55 507.92
S12504,2024-06-03,Одяг,P005,wholesale,4,2611.81,10 447.24
S12505,24.04.2025,ноутбуки,P001,wholesale,4,33495.34,133981.36
S12506,15.12.2025,побутова техніка,P014,retail,4,9897.88,39591.52
S12507,2024-05-25,Побутова техніка,P054,online,1,8403.00,8403.00
S12508,2025-08-24,Побутова техніка,P054,retail,1,14580.30,"14580,30"
S12509,2025-02-05,Одяг,P060,online,2,2984.92,"5969,84"
S12510,12.12.2025,Аксесуари ,P023,retail,3,1993.23,5 979.69
S12511,2024-08-02,Одяг,P025,retail,3,2728.15,8184.45
S12512,2024-08-24,одяг,P068,online,4,1713.74,6854.96
