cc,exchangedate,rate,txt
MYR,16.04.2026,10.9959,Малайзійський ринггіт
MYR,17.04.2026,11.0342,Малайзійський ринггіт
MYR,18.04.2026,11.0342,Малайзійський ринггіт
MYR,19.04.2026,11.0342,Малайзійський ринггіт
MYR,20.04.2026,11.1097,Малайзійський ринггіт
MYR,21.04.2026,11.1525,Малайзійський ринггіт
MYR,22.04.2026,11.1675,Малайзійський ринггіт
MYR,23.04.2026,11.1009,Малайзійський ринггіт
MYR,24.04.2026,11.0803,Малайзійський ринггіт
MYR,25.04.2026,11.0803,Малайзійський ринггіт
MYR,26.04.2026,11.0803,Малайзійський ринггіт
MYR,27.04.2026,11.0995,Малайзійський ринггіт
MYR,28.04.2026,11.1576,Малайзійський ринггіт
MYR,29.04.2026,11.1474,Малайзійський ринггіт
MYR,30.04.2026,11.1549,Малайзійський ринггіт
MYR,01.05.2026,11.0657,Малайзійський ринггіт
MYR,02.05.2026,11.0657,Малайзійський ринггіт
MYR,03.05.2026,11.0657,Малайзійський ринггіт
MYR,04.05.2026,11.0531,Малайзійський ринггіт
MYR,05.05.2026,11.1218,Малайзійський ринггіт
MYR,06.05.2026,11.0998,Малайзійський ринггіт
MYR,07.05.2026,11.1767,Малайзійський ринггіт
MYR,08.05.2026,11.2078,Малайзійський ринггіт
MYR,09.05.2026,11.2078,Малайзійський ринггіт
MYR,10.05.2026,11.2078,Малайзійський ринггіт
MYR,11.05.2026,11.1844,Малайзійський ринггіт
MYR,12.05.2026,11.2013,Малайзійський ринггіт
MYR,13.05.2026,11.174,Малайзійський ринггіт
MYR,14.05.2026,11.1856,Малайзійський ринггіт
MYR,15.05.2026,11.1807,Малайзійський ринггіт
MYR,16.05.2026,11.1807,Малайзійський ринггіт
MYR,17.05.2026,11.1807,Малайзійський ринггіт
MYR,18.05.2026,11.1409,Малайзійський ринггіт
MYR,19.05.2026,11.11,Малайзійський ринггіт
MYR,20.05.2026,11.1035,Малайзійський ринггіт
MYR,21.05.2026,11.1417,Малайзійський ринггіт
MYR,22.05.2026,11.1705,Малайзійський ринггіт
MYR,23.05.2026,11.1705,Малайзійський ринггіт
MYR,24.05.2026,11.1705,Малайзійський ринггіт
MYR,25.05.2026,11.1547,Малайзійський ринггіт
MYR,26.05.2026,11.1933,Малайзійський ринггіт
MYR,27.05.2026,11.1517,Малайзійський ринггіт
MYR,28.05.2026,11.1575,Малайзійський ринггіт
MYR,29.05.2026,11.1236,Малайзійський ринггіт
MYR,30.05.2026,11.1236,Малайзійський ринггіт
MYR,31.05.2026,11.1236,Малайзійський ринггіт
MYR,01.06.2026,11.1678,Малайзійський ринггіт
MYR,02.06.2026,11.1764,Малайзійський ринггіт
MYR,03.06.2026,11.1859,Малайзійський ринггіт
MYR,04.06.2026,11.0915,Малайзійський ринггіт
MYR,05.06.2026,11.06,Малайзійський ринггіт
MYR,06.06.2026,11.06,Малайзійський ринггіт
MYR,07.06.2026,11.06,Малайзійський ринггіт
MYR,08.06.2026,11.0057,Малайзійський ринггіт
MYR,09.06.2026,10.9261,Малайзійський ринггіт
MYR,10.06.2026,11.0452,Малайзійський ринггіт
MYR,11.06.2026,11.0524,Малайзійський ринггіт
MYR,12.06.2026,11.051,Малайзійський ринггіт
MYR,13.06.2026,11.051,Малайзійський ринггіт
MYR,14.06.2026,11.051,Малайзійський ринггіт
MYR,15.06.2026,11.0416,Малайзійський ринггіт
MYR,16.06.2026,11.0642,Малайзійський ринггіт
MYR,17.06.2026,11.0056,Малайзійський ринггіт
MYR,18.06.2026,11.0114,Малайзійський ринггіт
MYR,19.06.2026,10.9085,Малайзійський ринггіт
MYR,20.06.2026,10.9085,Малайзійський ринггіт
MYR,21.06.2026,10.9085,Малайзійський ринггіт
MYR,22.06.2026,10.8601,Малайзійський ринггіт
MYR,23.06.2026,10.8273,Малайзійський ринггіт
MYR,24.06.2026,10.8363,Малайзійський ринггіт
MYR,25.06.2026,10.847,Малайзійський ринггіт
MYR,26.06.2026,10.9081,Малайзійський ринггіт
MYR,27.06.2026,10.9081,Малайзійський ринггіт
MYR,28.06.2026,10.9081,Малайзійський ринггіт
MYR,29.06.2026,10.9735,Малайзійський ринггіт
MYR,30.06.2026,11.0151,Малайзійський ринггіт
MYR,01.07.2026,10.9652,Малайзійський ринггіт
MYR,02.07.2026,10.9349,Малайзійський ринггіт
MYR,03.07.2026,10.9778,Малайзійський ринггіт
MYR,04.07.2026,10.9778,Малайзійський ринггіт
MYR,05.07.2026,10.9778,Малайзійський ринггіт
MYR,06.07.2026,10.9459,Малайзійський ринггіт
MYR,07.07.2026,10.9054,Малайзійський ринггіт
MYR,08.07.2026,10.9366,Малайзійський ринггіт
MYR,09.07.2026,10.9067,Малайзійський ринггіт
MYR,10.07.2026,10.9171,Малайзійський ринггіт
MYR,11.07.2026,10.9171,Малайзійський ринггіт
MYR,12.07.2026,10.9171,Малайзійський ринггіт
MYR,13.07.2026,10.9257,Малайзійський ринггіт
MYR,14.07.2026,10.9779,Малайзійський ринггіт
MYR,15.07.2026,11.0065,Малайзійський ринггіт
MYR,16.07.2026,10.9733,Малайзійський ринггіт
MYR,17.07.2026,10.9552,Малайзійський ринггіт
MYR,18.07.2026,10.9552,Малайзійський ринггіт
MYR,19.07.2026,10.9552,Малайзійський ринггіт
MYR,20.07.2026,10.9007,Малайзійський ринггіт
MYR,21.07.2026,10.9237,Малайзійський ринггіт
MYR,22.07.2026,10.9467,Малайзійський ринггіт
MYR,23.07.2026,10.9553,Малайзійський ринггіт
MYR,24.07.2026,10.9584,Малайзійський ринггіт
MYR,25.07.2026,10.9584,Малайзійський ринггіт
MYR,26.07.2026,10.9584,Малайзійський ринггіт
MYR,27.07.2026,10.9538,Малайзійський ринггіт
MYR,28.07.2026,10.9827,Малайзійський ринггіт
MYR,29.07.2026,10.9807,Малайзійський ринггіт
MYR,30.07.2026,10.9715,Малайзійський ринггіт
MYR,31.07.2026,10.9265,Малайзійський ринггіт
MYR,01.08.2026,10.9265,Малайзійський ринггіт
MYR,02.08.2026,10.9265,Малайзійський ринггіт
MYR,03.08.2026,10.9261,Малайзійський ринггіт
MYR,04.08.2026,10.9358,Малайзійський ринггіт
MYR,05.08.2026,10.9205,Малайзійський ринггіт
MYR,06.08.2026,10.9164,Малайзійський ринггіт
MYR,07.08.2026,10.9439,Малайзійський ринггіт
MYR,08.08.2026,10.9439,Малайзійський ринггіт
MYR,09.08.2026,10.9439,Малайзійський ринггіт
MYR,10.08.2026,10.9384,Малайзійський ринггіт
MYR,11.08.2026,10.957,Малайзійський ринггіт
MYR,12.08.2026,10.9627,Малайзійський ринггіт
MYR,13.08.2026,10.9469,Малайзійський ринггіт
MYR,14.08.2026,10.9382,Малайзійський ринггіт
MYR,15.08.2026,10.9382,Малайзійський ринггіт
MYR,16.08.2026,10.9382,Малайзійський ринггіт
MYR,17.08.2026,10.9405,Малайзійський ринггіт
MYR,18.08.2026,11.0058,Малайзійський ринггіт
MYR,19.08.2026,11.0292,Малайзійський ринггіт
MYR,20.08.2026,11.014,Малайзійський ринггіт
MYR,21.08.2026,11.0279,Малайзійський ринггіт
NOK,01.01.2020,2.6807,Норвезька крона
NOK,02.01.2020,2.6807,Норвезька крона
NOK,03.01.2020,2.6807,Норвезька крона
NOK,04.01.2020,2.6807,Норвезька крона
NOK,05.01.2020,2.6807,Норвезька крона
NOK,06.01.2020,2.6807,Норвезька крона
NOK,07.01.2020,2.6807,Норвезька крона
NOK,08.01.2020,2.6833,Норвезька крона
NOK,09.01.2020,2.6898,Норвезька крона
NOK,10.01.2020,2.7174,Норвезька крона
NOK,11.01.2020,2.6924,Норвезька крона
NOK,12.01.2020,2.6924,Норвезька крона
NOK,13.01.2020,2.6924,Норвезька крона
NOK,14.01.2020,2.6905,Норвезька крона
NOK,15.01.2020,2.7003,Норвезька крона
NOK,16.01.2020,2.7032,Норвезька крона
NOK,17.01.2020,2.7161,Норвезька крона
NOK,18.01.2020,2.7161,Норвезька крона
NOK,19.01.2020,2.7161,Норвезька крона
NOK,20.01.2020,2.7237,Норвезька крона
NOK,21.01.2020,2.7274,Норвезька крона
NOK,22.01.2020,2.7151,Норвезька крона
NOK,23.01.2020,2.7102,Норвезька крона
NOK,24.01.2020,2.7283,Норвезька крона
NOK,25.01.2020,2.7283,Норвезька крона
NOK,26.01.2020,2.7283,Норвезька крона
NOK,27.01.2020,2.7016,Норвезька крона
NOK,28.01.2020,2.7007,Норвезька крона
NOK,29.01.2020,2.7012,Норвезька крона
NOK,30.01.2020,2.7153,Норвезька крона
NOK,31.01.2020,2.7005,Норвезька крона
NOK,01.02.2020,2.7005,Норвезька крона
NOK,02.02.2020,2.7005,Норвезька крона
NOK,03.02.2020,2.7134,Норвезька крона
NOK,04.02.2020,2.7061,Норвезька крона
NOK,05.02.2020,2.6918,Норвезька крона
NOK,06.02.2020,2.6991,Норвезька крона
NOK,07.02.2020,2.6705,Норвезька крона
NOK,08.02.2020,2.6705,Норвезька крона
NOK,09.02.2020,2.6705,Норвезька крона
NOK,10.02.2020,2.6455,Норвезька крона
NOK,11.02.2020,2.6544,Норвезька крона
NOK,12.02.2020,2.6361,Норвезька крона
NOK,13.02.2020,2.6612,Норвезька крона
NOK,14.02.2020,2.6459,Норвезька крона
NOK,15.02.2020,2.6459,Норвезька крона
NOK,16.02.2020,2.6459,Норвезька крона
NOK,17.02.2020,2.6436,Норвезька крона
NOK,18.02.2020,2.6386,Норвезька крона
NOK,19.02.2020,2.6205,Норвезька крона
NOK,20.02.2020,2.644,Норвезька крона
NOK,21.02.2020,2.6289,Норвезька крона
NOK,22.02.2020,2.6289,Норвезька крона
NOK,23.02.2020,2.6289,Норвезька крона
NOK,24.02.2020,2.6183,Норвезька крона
NOK,25.02.2020,2.6157,Норвезька крона
NOK,26.02.2020,2.617,Норвезька крона
NOK,27.02.2020,2.6253,Норвезька крона
NOK,28.02.2020,2.6147,Норвезька крона
NOK,29.02.2020,2.6147,Норвезька крона
NOK,01.03.2020,2.6147,Норвезька крона
NOK,02.03.2020,2.5961,Норвезька крона
NOK,03.03.2020,2.649,Норвезька крона
NOK,04.03.2020,2.6819,Норвезька крона
NOK,05.03.2020,2.6899,Норвезька крона
NOK,06.03.2020,2.6669,Норвезька крона
NOK,07.03.2020,2.6669,Норвезька крона
NOK,08.03.2020,2.6669,Норвезька крона
NOK,09.03.2020,2.6669,Норвезька крона
NOK,10.03.2020,2.6915,Норвезька крона
NOK,11.03.2020,2.6548,Норвезька крона
NOK,12.03.2020,2.6805,Норвезька крона
NOK,13.03.2020,2.5527,Норвезька крона
NOK,14.03.2020,2.5527,Норвезька крона
NOK,15.03.2020,2.5527,Норвезька крона
NOK,16.03.2020,2.6218,Норвезька крона
NOK,17.03.2020,2.5688,Норвезька крона
NOK,18.03.2020,2.5856,Норвезька крона
NOK,19.03.2020,2.5415,Норвезька крона
NOK,20.03.2020,2.4341,Норвезька крона
NOK,21.03.2020,2.4341,Норвезька крона
NOK,22.03.2020,2.4341,Норвезька крона
NOK,23.03.2020,2.4579,Норвезька крона
NOK,24.03.2020,2.4823,Норвезька крона
NOK,25.03.2020,2.5346,Норвезька крона
NOK,26.03.2020,2.568,Норвезька крона
NOK,27.03.2020,2.6843,Норвезька крона
NOK,28.03.2020,2.6843,Норвезька крона
NOK,29.03.2020,2.6843,Норвезька крона
NOK,30.03.2020,2.6339,Норвезька крона
NOK,31.03.2020,2.6416,Норвезька крона
NOK,01.04.2020,2.6289,Норвезька крона
NOK,02.04.2020,2.6956,Норвезька крона
NOK,03.04.2020,2.6762,Норвезька крона
NOK,04.04.2020,2.6762,Норвезька крона
NOK,05.04.2020,2.6762,Норвезька крона
NOK,06.04.2020,2.624,Норвезька крона
NOK,07.04.2020,2.5881,Норвезька крона
NOK,08.04.2020,2.6645,Норвезька крона
NOK,09.04.2020,2.6355,Норвезька крона
NOK,10.04.2020,2.6394,Норвезька крона
NOK,11.04.2020,2.6394,Норвезька крона
NOK,12.04.2020,2.6394,Норвезька крона
NOK,13.04.2020,2.6417,Норвезька крона
NOK,14.04.2020,2.6257,Норвезька крона
NOK,15.04.2020,2.6287,Норвезька крона
NOK,16.04.2020,2.5893,Норвезька крона
NOK,17.04.2020,2.5986,Норвезька крона
NOK,18.04.2020,2.5986,Норвезька крона
NOK,19.04.2020,2.5986,Норвезька крона
NOK,20.04.2020,2.5986,Норвезька крона
NOK,21.04.2020,2.6145,Норвезька крона
NOK,22.04.2020,2.5517,Норвезька крона
NOK,23.04.2020,2.5205,Норвезька крона
NOK,24.04.2020,2.5307,Норвезька крона
NOK,25.04.2020,2.5307,Норвезька крона
NOK,26.04.2020,2.5307,Норвезька крона
NOK,27.04.2020,2.5521,Норвезька крона
NOK,28.04.2020,2.5673,Норвезька крона
NOK,29.04.2020,2.6089,Норвезька крона
NOK,30.04.2020,2.5965,Норвезька крона
NOK,01.05.2020,2.5965,Норвезька крона
NOK,02.05.2020,2.5965,Норвезька крона
NOK,03.05.2020,2.5965,Норвезька крона
NOK,04.05.2020,2.6214,Норвезька крона
NOK,05.05.2020,2.6042,Норвезька крона
NOK,06.05.2020,2.6187,Норвезька крона
NOK,07.05.2020,2.6187,Норвезька крона
NOK,08.05.2020,2.6189,Норвезька крона
NOK,09.05.2020,2.6189,Норвезька крона
NOK,10.05.2020,2.6189,Норвезька крона
NOK,11.05.2020,2.6189,Норвезька крона
NOK,12.05.2020,2.63,Норвезька крона
NOK,13.05.2020,2.6312,Норвезька крона
NOK,14.05.2020,2.6536,Норвезька крона
NOK,15.05.2020,2.6013,Норвезька крона
NOK,16.05.2020,2.6013,Норвезька крона
NOK,17.05.2020,2.6013,Норвезька крона
NOK,18.05.2020,2.6027,Норвезька крона
NOK,19.05.2020,2.6253,Норвезька крона
NOK,20.05.2020,2.6595,Норвезька крона
NOK,21.05.2020,2.675,Норвезька крона
NOK,22.05.2020,2.702,Норвезька крона
NOK,23.05.2020,2.702,Норвезька крона
NOK,24.05.2020,2.702,Норвезька крона
NOK,25.05.2020,2.6733,Норвезька крона
NOK,26.05.2020,2.6799,Норвезька крона
NOK,27.05.2020,2.7117,Норвезька крона
NOK,28.05.2020,2.7439,Норвезька крона
NOK,29.05.2020,2.7278,Норвезька крона
NOK,30.05.2020,2.7278,Норвезька крона
NOK,31.05.2020,2.7278,Норвезька крона
NOK,01.06.2020,2.7715,Норвезька крона
NOK,02.06.2020,2.7624,Норвезька крона
NOK,03.06.2020,2.803,Норвезька крона
NOK,04.06.2020,2.811,Норвезька крона
NOK,05.06.2020,2.826,Норвезька крона
NOK,06.06.2020,2.826,Норвезька крона
NOK,07.06.2020,2.826,Норвезька крона
NOK,08.06.2020,2.826,Норвезька крона
NOK,09.06.2020,2.8591,Норвезька крона
NOK,10.06.2020,2.8545,Норвезька крона
NOK,11.06.2020,2.8762,Норвезька крона
NOK,12.06.2020,2.809,Норвезька крона
NOK,13.06.2020,2.809,Норвезька крона
NOK,14.06.2020,2.809,Норвезька крона
NOK,15.06.2020,2.7828,Норвезька крона
NOK,16.06.2020,2.7765,Норвезька крона
NOK,17.06.2020,2.8207,Норвезька крона
NOK,18.06.2020,2.8077,Норвезька крона
NOK,19.06.2020,2.8106,Норвезька крона
NOK,20.06.2020,2.8106,Норвезька крона
NOK,21.06.2020,2.8106,Норвезька крона
NOK,22.06.2020,2.7999,Норвезька крона
NOK,23.06.2020,2.7673,Норвезька крона
NOK,24.06.2020,2.8014,Норвезька крона
NOK,25.06.2020,2.7858,Норвезька крона
NOK,26.06.2020,2.7482,Норвезька крона
NOK,27.06.2020,2.7482,Норвезька крона
NOK,28.06.2020,2.7482,Норвезька крона
NOK,29.06.2020,2.7482,Норвезька крона
NOK,30.06.2020,2.7522,Норвезька крона
NOK,01.07.2020,2.7354,Норвезька крона
NOK,02.07.2020,2.7875,Норвезька крона
NOK,03.07.2020,2.8669,Норвезька крона
NOK,04.07.2020,2.8669,Норвезька крона
NOK,05.07.2020,2.8669,Норвезька крона
NOK,06.07.2020,2.8573,Норвезька крона
NOK,07.07.2020,2.8942,Норвезька крона
NOK,08.07.2020,2.8543,Норвезька крона
NOK,09.07.2020,2.8466,Норвезька крона
NOK,10.07.2020,2.8767,Норвезька крона
NOK,11.07.2020,2.8767,Норвезька крона
NOK,12.07.2020,2.8767,Норвезька крона
NOK,13.07.2020,2.8384,Норвезька крона
NOK,14.07.2020,2.8772,Норвезька крона
NOK,15.07.2020,2.8813,Норвезька крона
NOK,16.07.2020,2.9178,Норвезька крона
NOK,17.07.2020,2.932,Норвезька крона
NOK,18.07.2020,2.932,Норвезька крона
NOK,19.07.2020,2.932,Норвезька крона
NOK,20.07.2020,2.9476,Норвезька крона
NOK,21.07.2020,2.9768,Норвезька крона
NOK,22.07.2020,3.02,Норвезька крона
NOK,23.07.2020,3.0544,Норвезька крона
NOK,24.07.2020,3.0387,Норвезька крона
NOK,25.07.2020,3.0387,Норвезька крона
NOK,26.07.2020,3.0387,Норвезька крона
NOK,27.07.2020,3.0118,Норвезька крона
NOK,28.07.2020,3.0557,Норвезька крона
NOK,29.07.2020,3.0341,Норвезька крона
NOK,30.07.2020,3.0442,Норвезька крона
NOK,31.07.2020,3.0353,Норвезька крона
NOK,01.08.2020,3.0353,Норвезька крона
NOK,02.08.2020,3.0353,Норвезька крона
NOK,03.08.2020,3.0535,Норвезька крона
NOK,04.08.2020,3.0322,Норвезька крона
NOK,05.08.2020,3.0414,Норвезька крона
NOK,06.08.2020,3.0899,Норвезька крона
NOK,07.08.2020,3.0798,Норвезька крона
NOK,08.08.2020,3.0798,Норвезька крона
NOK,09.08.2020,3.0798,Норвезька крона
NOK,10.08.2020,3.0708,Норвезька крона
NOK,11.08.2020,3.0535,Норвезька крона
NOK,12.08.2020,3.0841,Норвезька крона
NOK,13.08.2020,3.0725,Норвезька крона
NOK,14.08.2020,3.0823,Норвезька крона
NOK,15.08.2020,3.0823,Норвезька крона
NOK,16.08.2020,3.0823,Норвезька крона
NOK,17.08.2020,3.066,Норвезька крона
NOK,18.08.2020,3.0783,Норвезька крона
NOK,19.08.2020,3.0921,Норвезька крона
NOK,20.08.2020,3.0909,Норвезька крона
NOK,21.08.2020,3.0657,Норвезька крона
NOK,22.08.2020,3.0657,Норвезька крона
NOK,23.08.2020,3.0657,Норвезька крона
NOK,24.08.2020,3.0657,Норвезька крона
NOK,25.08.2020,3.046,Норвезька крона
NOK,26.08.2020,3.0667,Норвезька крона
NOK,27.08.2020,3.0602,Норвезька крона
NOK,28.08.2020,3.0838,Норвезька крона
NOK,29.08.2020,3.0838,Норвезька крона
NOK,30.08.2020,3.0838,Норвезька крона
NOK,31.08.2020,3.127,Норвезька крона
NOK,01.09.2020,3.1435,Норвезька крона
NOK,02.09.2020,3.1687,Норвезька крона
NOK,03.09.2020,3.1515,Норвезька крона
NOK,04.09.2020,3.1081,Норвезька крона
NOK,05.09.2020,3.1081,Норвезька крона
NOK,06.09.2020,3.1081,Норвезька крона
NOK,07.09.2020,3.1112,Норвезька крона
NOK,08.09.2020,3.1123,Норвезька крона
NOK,09.09.2020,3.073,Норвезька крона
NOK,10.09.2020,3.0584,Норвезька крона
NOK,11.09.2020,3.0846,Норвезька крона
NOK,12.09.2020,3.0846,Норвезька крона
NOK,13.09.2020,3.0846,Норвезька крона
NOK,14.09.2020,3.0904,Норвезька крона
NOK,15.09.2020,3.1078,Норвезька крона
NOK,16.09.2020,3.1175,Норвезька крона
NOK,17.09.2020,3.1326,Норвезька крона
NOK,18.09.2020,3.0921,Норвезька крона
NOK,19.09.2020,3.0921,Норвезька крона
NOK,20.09.2020,3.0921,Норвезька крона
NOK,21.09.2020,3.1042,Норвезька крона
NOK,22.09.2020,3.047,Норвезька крона
NOK,23.09.2020,3.0264,Норвезька крона
NOK,24.09.2020,2.9974,Норвезька крона
NOK,25.09.2020,2.9596,Норвезька крона
NOK,26.09.2020,2.9596,Норвезька крона
NOK,27.09.2020,2.9596,Норвезька крона
NOK,28.09.2020,2.9472,Норвезька крона
NOK,29.09.2020,2.9894,Норвезька крона
NOK,30.09.2020,2.9981,Норвезька крона
NOK,01.10.2020,2.9906,Норвезька крона
NOK,02.10.2020,3.055,Норвезька крона
NOK,03.10.2020,3.055,Норвезька крона
NOK,04.10.2020,3.055,Норвезька крона
NOK,05.10.2020,3.0467,Норвезька крона
NOK,06.10.2020,3.0655,Норвезька крона
NOK,07.10.2020,3.0855,Норвезька крона
NOK,08.10.2020,3.0518,Норвезька крона
NOK,09.10.2020,3.0514,Норвезька крона
NOK,10.10.2020,3.0514,Норвезька крона
NOK,11.10.2020,3.0514,Норвезька крона
NOK,12.10.2020,3.0633,Норвезька крона
NOK,13.10.2020,3.0883,Норвезька крона
NOK,14.10.2020,3.0883,Норвезька крона
NOK,15.10.2020,3.0955,Норвезька крона
NOK,16.10.2020,3.0242,Норвезька крона
NOK,17.10.2020,3.0242,Норвезька крона
NOK,18.10.2020,3.0242,Норвезька крона
NOK,19.10.2020,3.038,Норвезька крона
NOK,20.10.2020,3.0527,Норвезька крона
NOK,21.10.2020,3.0532,Норвезька крона
NOK,22.10.2020,3.0674,Норвезька крона
NOK,23.10.2020,3.0568,Норвезька крона
NOK,24.10.2020,3.0568,Норвезька крона
NOK,25.10.2020,3.0568,Норвезька крона
NOK,26.10.2020,3.0734,Норвезька крона
NOK,27.10.2020,3.0622,Норвезька крона
NOK,28.10.2020,3.0959,Норвезька крона
NOK,29.10.2020,3.0376,Норвезька крона
NOK,30.10.2020,2.9827,Норвезька крона
NOK,31.10.2020,2.9827,Норвезька крона
NOK,01.11.2020,2.9827,Норвезька крона
NOK,02.11.2020,3.0002,Норвезька крона
NOK,03.11.2020,2.9944,Норвезька крона
NOK,04.11.2020,3.0439,Норвезька крона
NOK,05.11.2020,3.0514,Норвезька крона
NOK,06.11.2020,3.0875,Норвезька крона
NOK,07.11.2020,3.0875,Норвезька крона
NOK,08.11.2020,3.0875,Норвезька крона
NOK,09.11.2020,3.06,Норвезька крона
NOK,10.11.2020,3.1175,Норвезька крона
NOK,11.11.2020,3.1151,Норвезька крона
NOK,12.11.2020,3.1048,Норвезька крона
NOK,13.11.2020,3.0919,Норвезька крона
NOK,14.11.2020,3.0919,Норвезька крона
NOK,15.11.2020,3.0919,Норвезька крона
NOK,16.11.2020,3.0696,Норвезька крона
NOK,17.11.2020,3.0961,Норвезька крона
NOK,18.11.2020,3.1011,Норвезька крона
NOK,19.11.2020,3.112,Норвезька крона
NOK,20.11.2020,3.1262,Норвезька крона
NOK,21.11.2020,3.1262,Норвезька крона
NOK,22.11.2020,3.1262,Норвезька крона
NOK,23.11.2020,3.1518,Норвезька крона
NOK,24.11.2020,3.1578,Норвезька крона
NOK,25.11.2020,3.1551,Норвезька крона
NOK,26.11.2020,3.2023,Норвезька крона
NOK,27.11.2020,3.2037,Норвезька крона
NOK,28.11.2020,3.2037,Норвезька крона
NOK,29.11.2020,3.2037,Норвезька крона
NOK,30.11.2020,3.2174,Норвезька крона
NOK,01.12.2020,3.2341,Норвезька крона
NOK,02.12.2020,3.2253,Норвезька крона
NOK,03.12.2020,3.2042,Норвезька крона
NOK,04.12.2020,3.2162,Норвезька крона
NOK,05.12.2020,3.2162,Норвезька крона
NOK,06.12.2020,3.2162,Норвезька крона
NOK,07.12.2020,3.2241,Норвезька крона
NOK,08.12.2020,3.2257,Норвезька крона
NOK,09.12.2020,3.2083,Норвезька крона
NOK,10.12.2020,3.212,Норвезька крона
NOK,11.12.2020,3.1787,Норвезька крона
NOK,12.12.2020,3.1787,Норвезька крона
NOK,13.12.2020,3.1787,Норвезька крона
NOK,14.12.2020,3.1692,Норвезька крона
NOK,15.12.2020,3.2021,Норвезька крона
NOK,16.12.2020,3.1746,Норвезька крона
NOK,17.12.2020,3.193,Норвезька крона
NOK,18.12.2020,3.2421,Норвезька крона
NOK,19.12.2020,3.2421,Норвезька крона
NOK,20.12.2020,3.2421,Норвезька крона
NOK,21.12.2020,3.2415,Норвезька крона
NOK,22.12.2020,3.2114,Норвезька крона
NOK,23.12.2020,3.264,Норвезька крона
NOK,24.12.2020,3.2601,Норвезька крона
NOK,25.12.2020,3.2601,Норвезька крона
NOK,26.12.2020,3.2601,Норвезька крона
NOK,27.12.2020,3.2601,Норвезька крона
NOK,28.12.2020,3.2875,Норвезька крона
NOK,29.12.2020,3.2763,Норвезька крона
NOK,30.12.2020,3.2869,Норвезька крона
NOK,31.12.2020,3.2957,Норвезька крона
NOK,01.01.2021,3.2957,Норвезька крона
NOK,02.01.2021,3.2957,Норвезька крона
NOK,03.01.2021,3.2957,Норвезька крона
NOK,04.01.2021,3.2957,Норвезька крона
NOK,05.01.2021,3.3427,Норвезька крона
NOK,06.01.2021,3.3299,Норвезька крона
NOK,07.01.2021,3.3299,Норвезька крона
NOK,08.01.2021,3.3299,Норвезька крона
NOK,09.01.2021,3.3299,Норвезька крона
NOK,10.01.2021,3.3299,Норвезька крона
NOK,11.01.2021,3.3634,Норвезька крона
NOK,12.01.2021,3.3046,Норвезька крона
NOK,13.01.2021,3.2875,Норвезька крона
NOK,14.01.2021,3.2921,Норвезька крона
NOK,15.01.2021,3.2963,Норвезька крона
NOK,16.01.2021,3.2978,Норвезька крона
NOK,17.01.2021,3.2978,Норвезька крона
NOK,18.01.2021,3.2978,Норвезька крона
NOK,19.01.2021,3.275,Норвезька крона
NOK,20.01.2021,3.3017,Норвезька крона
NOK,21.01.2021,3.3088,Норвезька крона
NOK,22.01.2021,3.3528,Норвезька крона
NOK,23.01.2021,3.3528,Норвезька крона
NOK,24.01.2021,3.3528,Норвезька крона
NOK,25.01.2021,3.3146,Норвезька крона
NOK,26.01.2021,3.3096,Норвезька крона
NOK,27.01.2021,3.2887,Норвезька крона
NOK,28.01.2021,3.2639,Норвезька крона
NOK,29.01.2021,3.2402,Норвезька крона
NOK,30.01.2021,3.2402,Норвезька крона
NOK,31.01.2021,3.2402,Норвезька крона
NOK,01.02.2021,3.3,Норвезька крона
NOK,02.02.2021,3.2582,Норвезька крона
NOK,03.02.2021,3.2641,Норвезька крона
NOK,04.02.2021,3.2505,Норвезька крона
NOK,05.02.2021,3.2343,Норвезька крона
NOK,06.02.2021,3.2343,Норвезька крона
NOK,07.02.2021,3.2343,Норвезька крона
NOK,08.02.2021,3.2294,Норвезька крона
NOK,09.02.2021,3.2367,Норвезька крона
NOK,10.02.2021,3.2606,Норвезька крона
NOK,11.02.2021,3.2907,Норвезька крона
NOK,12.02.2021,3.2972,Норвезька крона
NOK,13.02.2021,3.2972,Норвезька крона
NOK,14.02.2021,3.2972,Норвезька крона
NOK,15.02.2021,3.276,Норвезька крона
NOK,16.02.2021,3.328,Норвезька крона
NOK,17.02.2021,3.312,Норвезька крона
NOK,18.02.2021,3.2931,Норвезька крона
NOK,19.02.2021,3.2909,Норвезька крона
NOK,20.02.2021,3.2909,Норвезька крона
NOK,21.02.2021,3.2909,Норвезька крона
NOK,22.02.2021,3.3059,Норвезька крона
NOK,23.02.2021,3.2822,Норвезька крона
NOK,24.02.2021,3.2861,Норвезька крона
NOK,25.02.2021,3.3102,Норвезька крона
NOK,26.02.2021,3.3361,Норвезька крона
NOK,27.02.2021,3.3361,Норвезька крона
NOK,28.02.2021,3.3361,Норвезька крона
NOK,01.03.2021,3.2487,Норвезька крона
NOK,02.03.2021,3.251,Норвезька крона
NOK,03.03.2021,3.2771,Норвезька крона
NOK,04.03.2021,3.2742,Норвезька крона
NOK,05.03.2021,3.2602,Норвезька крона
NOK,06.03.2021,3.2602,Норвезька крона
NOK,07.03.2021,3.2602,Норвезька крона
NOK,08.03.2021,3.2602,Норвезька крона
NOK,09.03.2021,3.2397,Норвезька крона
NOK,10.03.2021,3.2684,Норвезька крона
